country,points,price,province,region_1,region_2,title,variety,winery,year
US,91,150,California,Napa Valley,Napa,Shah Estate 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Shah Estate,2011
US,91,58,California,Russian River Valley,Sonoma,Stuhlmuller Vineyards 2012 Cooper Block Starr Ridge Pinot Noir (Russian River Valley),Pinot Noir,Stuhlmuller Vineyards,2012
US,93,47,California,Russian River Valley,Sonoma,Marimar Estate 2008 Stony Block Don Miguel Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Marimar Estate,2008
US,93,45,California,Rutherford,Napa,Rutherford Grove 2008 Pestoni Family Estate Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Rutherford Grove,2008
US,93,46,California,Sta. Rita Hills,Central Coast,Samsara 2009 Rancho La Vina Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Samsara,2009
US,93,53,Washington,Columbia Valley (WA),Columbia Valley,Dusted Valley 2008 Rachis Syrah (Columbia Valley (WA)),Syrah,Dusted Valley,2008
US,93,100,California,Rutherford,Napa,Flora Springs 2009 Hillside Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Flora Springs,2009
US,93,55,California,Sonoma Coast,Sonoma,Gundlach Bundschu 2009 Heritage Selection Estate Pinot Noir (Sonoma Coast),Pinot Noir,Gundlach Bundschu,2009
US,93,32,Washington,Columbia Valley (WA),Columbia Valley,JM Cellars 2009 Syrah (Columbia Valley (WA)),Syrah,JM Cellars,2009
US,93,47,California,Russian River Valley,Sonoma,Marimar Estate 2008 Earthquake Block Don Miguel Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Marimar Estate,2008
US,88,185,California,Oakville,Napa,B Cellars 2010 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Oakville),Cabernet Sauvignon,B Cellars,2010
US,88,21,Virginia,Virginia,,Virginia Mountain Vineyards 2010 Trinity Red (Virginia),Bordeaux-style Red Blend,Virginia Mountain Vineyards,2010
US,88,25,Washington,Columbia Valley (WA),Columbia Valley,JM Cellars 2011 Bramble Bump Red Red (Columbia Valley (WA)),Red Blend,JM Cellars,2011
US,88,15,California,Lake County,,Matchbook 2013 Dunnigan Hills Cabernet Sauvignon (Lake County),Cabernet Sauvignon,Matchbook,2013
US,88,25,California,Sta. Rita Hills,Central Coast,Santa Barbara Winery 2013 Pinot Noir (Sta. Rita Hills),Pinot Noir,Santa Barbara Winery,2013
US,88,90,California,Happy Canyon of Santa Barbara,Central Coast,Star Lane Vineyard 2011 Astral Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,Star Lane Vineyard,2011
US,88,20,California,Santa Barbara County,Central Coast,Windrun 2013 Pinot Noir (Santa Barbara County),Pinot Noir,Windrun,2013
US,88,26,Oregon,Willamette Valley,Willamette Valley,St. Innocent 2013 Villages Cuvée Pinot Noir (Willamette Valley),Pinot Noir,St. Innocent,2013
US,87,26,Washington,Walla Walla Valley (WA),Columbia Valley,Otis Kenyon 2005 Matchless Red Red (Walla Walla Valley (WA)),Red Blend,Otis Kenyon,2005
US,87,85,California,Napa Valley,Napa,Shibumi Knoll 2004 Shibumi Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Shibumi Knoll,2004
US,87,30,California,Dry Creek Valley,Sonoma,Dogwood 2005 Syrah (Dry Creek Valley),Syrah,Dogwood,2005
US,87,25,California,Carneros,Napa-Sonoma,Artesa 2006 Pinot Noir (Carneros),Pinot Noir,Artesa,2006
US,92,45,California,Carneros,Napa-Sonoma,Beaulieu Vineyard 2010 Reserve Pinot Noir (Carneros),Pinot Noir,Beaulieu Vineyard,2010
US,92,85,California,Knights Valley,Sonoma,Super Sonoman 2008 Cabernet Sauvignon (Knights Valley),Cabernet Sauvignon,Super Sonoman,2008
US,92,115,California,Calistoga,Napa,La Sirena 2008 Art Bus Red (Calistoga),Red Blend,La Sirena,2008
US,92,49,California,Anderson Valley,,MacPhail 2010 Ferrington Vineyard Pinot Noir (Anderson Valley),Pinot Noir,MacPhail,2010
US,92,48,California,Russian River Valley,Sonoma,Freeman 2010 Keefer Ranch Pinot Noir (Russian River Valley),Pinot Noir,Freeman,2010
US,92,60,California,Sta. Rita Hills,Central Coast,Walt 2010 Clos Pepe Pinot Noir (Sta. Rita Hills),Pinot Noir,Walt,2010
US,92,52,California,Mt. Harlan,Central Coast,Calera 2009 Reed Pinot Noir (Mt. Harlan),Pinot Noir,Calera,2009
US,92,44,California,Atlas Peak,Napa,Cobblestone 2009 Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Cobblestone,2009
US,92,60,California,Russian River Valley,Sonoma,Lucie 2010 Pinot Noir (Russian River Valley),Pinot Noir,Lucie,2010
US,85,19,America,,,Cereghino Smith 2012 Super Hudson Red (America),Red Blend,Cereghino Smith,2012
US,85,32,California,Santa Barbara County,Central Coast,Lucas & Lewellen 2011 Cote del Sol Cabernet Sauvignon (Santa Barbara County),Cabernet Sauvignon,Lucas & Lewellen,2011
US,85,23,California,California,California Other,Last Judgment 2011 Red (California),Red Blend,Last Judgment,2011
US,88,22,California,Sonoma County,Sonoma,Kenwood 1997 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Kenwood,1997
US,88,30,California,Napa Valley,Napa,Fetzer 1996 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Fetzer,1996
US,88,18,California,Mendocino,,Brutocao 1997 Brutocao Vineyards Cabernet Sauvignon (Mendocino),Cabernet Sauvignon,Brutocao,1997
US,88,35,California,Sonoma County,Sonoma,Château Souverain 1996 Winemaker's Reserve Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Château Souverain,1996
US,88,16,California,Sonoma County,Sonoma,Rodney Strong 1997 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Rodney Strong,1997
US,88,17,California,Calaveras County,Sierra Foothills,Kendall-Jackson 1997 Vintner's Reserve Cabernet Sauvignon (Calaveras County),Cabernet Sauvignon,Kendall-Jackson,1997
US,88,15,California,North Coast,North Coast,Fetzer 1997 Barrel Select Cabernet Sauvignon (North Coast),Cabernet Sauvignon,Fetzer,1997
US,88,14,California,Sonoma County,Sonoma,Dreyer Sonoma 1998 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Dreyer Sonoma,1998
US,88,22,California,Santa Barbara County,Central Coast,Meridian 1998 Reserve Pinot Noir (Santa Barbara County),Pinot Noir,Meridian,1998
US,88,39,California,Sonoma County,Sonoma,Trellis 1997 Reserve Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Trellis,1997
US,88,11,California,Livermore Valley,Central Coast,Wente 1997 Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Wente,1997
US,87,24,California,Mendocino,,Brutocao 1998 Feliz Vineyard Pinot Noir (Mendocino),Pinot Noir,Brutocao,1998
US,87,24,California,Sonoma Valley,Sonoma,Kunde 1996 Drummond Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Kunde,1996
US,92,45,Washington,Walla Walla Valley (WA),Columbia Valley,Gramercy 2009 Syrah (Walla Walla Valley (WA)),Syrah,Gramercy,2009
US,92,45,Washington,Yakima Valley,Columbia Valley,Mark Ryan 2008 Lost Soul Syrah (Yakima Valley),Syrah,Mark Ryan,2008
US,92,48,Washington,Wahluke Slope,Columbia Valley,Brian Carter Cellars 2008 Stone Tree Vineyard 1 Cabernet Sauvignon (Wahluke Slope),Cabernet Sauvignon,Brian Carter Cellars,2008
US,93,150,California,Rutherford,Napa,Freemark Abbey 2013 Sycamore Vineyard Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Freemark Abbey,2013
US,93,120,California,Howell Mountain,Napa,Sbragia 2013 Hughes Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Sbragia,2013
US,93,28,California,San Luis Obispo,Central Coast,Sinor-LaVallee 2014 Syrah (San Luis Obispo),Syrah,Sinor-LaVallee,2014
US,93,60,Oregon,Eola-Amity Hills,Willamette Valley,Bergström 2014 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Bergström,2014
US,93,80,California,Fort Ross-Seaview,Sonoma,Blue Farm 2014 King Ridge Vineyard Pinot Noir (Fort Ross-Seaview),Pinot Noir,Blue Farm,2014
US,93,30,California,Paso Robles,Central Coast,Daou 2015 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Daou,2015
US,93,32,California,Paso Robles,Central Coast,Derby 2012 The Maneater Derby Vineyard Red (Paso Robles),Red Blend,Derby,2012
US,93,44,California,Sta. Rita Hills,Central Coast,Samuel Louis Smith 2014 Radian Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Samuel Louis Smith,2014
US,93,50,California,Spring Mountain District,Napa,Smith-Madrone 2013 Estate Bottled Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Smith-Madrone,2013
US,88,22,Oregon,Oregon,Oregon Other,Joleté 2012 Pinot Noir (Oregon),Pinot Noir,Joleté,2012
US,88,38,California,Russian River Valley,Sonoma,Migration 2012 Pinot Noir (Russian River Valley),Pinot Noir,Migration,2012
US,91,32,Washington,Walla Walla Valley (WA),Columbia Valley,Saviah 2008 Syrah (Walla Walla Valley (WA)),Syrah,Saviah,2008
US,91,32,Washington,Horse Heaven Hills,Columbia Valley,Coeur d'Alene 2007 BDX Red (Horse Heaven Hills),Bordeaux-style Red Blend,Coeur d'Alene,2007
US,91,64,California,Mendocino,,Jeriko 2010 Pommard Clone Pinot Noir (Mendocino),Pinot Noir,Jeriko,2010
US,91,95,California,Sonoma Valley,Sonoma,Sebastiani 2008 Cherryblock Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Sebastiani,2008
US,91,35,Washington,Columbia Valley (WA),Columbia Valley,Cadaretta 2008 Syrah (Columbia Valley (WA)),Syrah,Cadaretta,2008
US,91,25,California,Napa Valley,Napa,Martin Ray 2009 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Martin Ray,2009
US,91,40,Washington,Yakima Valley,Columbia Valley,McCrea Cellars 2006 Cuvée Orleans Syrah (Yakima Valley),Syrah,McCrea Cellars,2006
US,90,50,California,St. Helena,Napa,Hughes Wellman 2007 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Hughes Wellman,2007
US,82,10,California,California,California Other,Glen Ellen 2009 Proprietor's Reserve Cabernet Sauvignon (California),Cabernet Sauvignon,Glen Ellen,2009
US,82,15,California,California,California Other,Seven Daughters NV Winemaker's Blend Red (California),Red Blend,Seven Daughters,
US,87,35,California,Napa Valley,Napa,Domaine Chandon 2009 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Domaine Chandon,2009
US,87,20,California,Paicines,Central Coast,Donati 2008 Cabernet Sauvignon (Paicines),Cabernet Sauvignon,Donati,2008
US,87,22,California,Alexander Valley,Sonoma,Hobo 2010 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Hobo,2010
US,87,25,California,Sonoma County,Sonoma,Trentadue 2009 La Storia Cuvée 32 Red (Sonoma County),Red Blend,Trentadue,2009
US,89,38,California,Santa Cruz Mountains,Central Coast,Cinnabar 1999 Pinot Noir (Santa Cruz Mountains),Pinot Noir,Cinnabar,1999
US,89,10,California,California,California Other,Ca' del Solo 2000 Big House Red Red (California),Red Blend,Ca' del Solo,2000
US,88,15,Washington,Columbia Valley (WA),Columbia Valley,Columbia Winery 1999 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Columbia Winery,1999
US,88,10,Idaho,Idaho,,Ste. Chapelle 2000 Winemaker's Series Cabernet Sauvignon (Idaho),Cabernet Sauvignon,Ste. Chapelle,2000
US,88,11,Washington,Columbia Valley (WA),Columbia Valley,Snoqualmie 2000 Syrah (Columbia Valley (WA)),Syrah,Snoqualmie,2000
US,86,60,California,Alexander Valley,Sonoma,Hawkes 2006 Stone Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Hawkes,2006
US,86,48,California,Napa Valley,Napa,Hunnicutt 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hunnicutt,2007
US,84,20,California,Central Coast,Central Coast,Savannah-Chanelle 2001 Pinot Noir (Central Coast),Pinot Noir,Savannah-Chanelle,2001
US,84,8,California,Central Coast,Central Coast,HRM Rex Goliath 2001 Free Range Pinot Noir (Central Coast),Pinot Noir,HRM Rex Goliath,2001
US,84,17,California,Carneros,Napa-Sonoma,Saintsbury 2001 Garnet Pinot Noir (Carneros),Pinot Noir,Saintsbury,2001
US,90,40,Oregon,Willamette Valley,Willamette Valley,Maison L'Envoyé 2012 The Attaché Pinot Noir (Willamette Valley),Pinot Noir,Maison L'Envoyé,2012
US,90,55,California,Anderson Valley,,Black Kite 2011 Stony Terrace Pinot Noir (Anderson Valley),Pinot Noir,Black Kite,2011
US,90,80,California,Mt. Harlan,Central Coast,Calera 2011 Jensen Vineyard Pinot Noir (Mt. Harlan),Pinot Noir,Calera,2011
US,90,95,California,Napa Valley,Napa,Coup de Foudre 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Coup de Foudre,2010
US,90,48,Oregon,Chehalem Mountains,Willamette Valley,Lachini 2010 Lachini Family Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Lachini,2010
US,90,40,California,Napa Valley,Napa,Herzog 2011 Special Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Herzog,2011
US,92,38,Washington,Walla Walla Valley (WA),Columbia Valley,Chateau Rollat 2005 Rollat Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Chateau Rollat,2005
US,92,45,Washington,Walla Walla Valley (WA),Columbia Valley,Chateau Rollat 2006 Rollat Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Chateau Rollat,2006
US,92,32,California,Russian River Valley,Sonoma,William Knuttel 2006 Clone 777 Pinot Noir (Russian River Valley),Pinot Noir,William Knuttel,2006
US,92,32,Washington,Walla Walla Valley (WA),Columbia Valley,Dumas Station 2005 Estate Syrah (Walla Walla Valley (WA)),Syrah,Dumas Station,2005
US,92,62,California,Santa Lucia Highlands,Central Coast,Morgan 2006 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Morgan,2006
US,92,62,California,Santa Lucia Highlands,Central Coast,Morgan 2006 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Morgan,2006
US,92,54,California,Russian River Valley,Sonoma,Williams Selyem 2006 Bucher Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem,2006
US,92,55,Washington,Red Mountain,Columbia Valley,Cadence 2006 Cara Mia Vineyard Camerata Red Wine Red (Red Mountain),Red Blend,Cadence,2006
US,85,15,California,Sta. Rita Hills,Central Coast,Santa Barbara Winery 2011 Rosé of Syrah (Sta. Rita Hills),Syrah,Santa Barbara Winery,2011
US,85,22,California,Temecula Valley,South Coast,South Coast NV Ruby Cuvée Syrah (Temecula Valley),Syrah,South Coast,
US,85,10,California,California,California Other,Lost Angel 2008 Mischief Red (California),Red Blend,Lost Angel,2008
US,85,40,California,Carneros,Napa-Sonoma,Baldacci 2010 Elizabeth Pinot Noir (Carneros),Pinot Noir,Baldacci,2010
US,87,42,California,Sonoma Valley,Sonoma,Ty Caton 2012 Caton Vineyard Ballfield Syrah (Sonoma Valley),Syrah,Ty Caton,2012
US,87,12,Washington,Columbia Valley (WA),Columbia Valley,Firebrix 2013 Vineyard Selection The Fresh Market Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Firebrix,2013
US,87,12,Washington,Columbia Valley (WA),Columbia Valley,Firebrix 2013 Vineyard Selection The Fresh Market Red (Columbia Valley (WA)),Red Blend,Firebrix,2013
US,93,50,California,Howell Mountain,Napa,Topel 2007 Extended Elevage Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Topel,2007
US,93,40,California,Sonoma County,Sonoma,Walt 2010 La Brisa Pinot Noir (Sonoma County),Pinot Noir,Walt,2010
US,93,135,California,Napa Valley,Napa,D.R. Stephens 2009 Moose Valley Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,D.R. Stephens,2009
US,93,45,California,Russian River Valley,Sonoma,Davis Family 2009 Starr Ridge Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Davis Family,2009
US,93,48,California,Anderson Valley,,Drew 2010 Morning Dew Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Drew,2010
US,93,125,California,Napa Valley,Napa,Duckhorn 2008 The Discussion Estate Grown Red (Napa Valley),Bordeaux-style Red Blend,Duckhorn,2008
US,93,65,California,Diamond Mountain District,Napa,Wallis Family Estate 2009 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Wallis Family Estate,2009
US,92,32,California,Anderson Valley,,Amos Cellars 2010 Shepherd Anderson Creek Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Amos Cellars,2010
US,88,23,California,Dry Creek Valley,Sonoma,Pech Merle 2014 Ivy Rosé de Syrah (Dry Creek Valley),Syrah,Pech Merle,2014
US,88,32,California,Sonoma Coast,Sonoma,Portalupi 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Portalupi,2013
US,88,55,California,Rutherford,Napa,Rutherford Grove 2010 Pestoni Family Estate Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Rutherford Grove,2010
US,88,40,Washington,Wahluke Slope,Columbia Valley,Ryan Patrick 2012 Reserve Cabernet Sauvignon (Wahluke Slope),Cabernet Sauvignon,Ryan Patrick,2012
US,88,32,Washington,Columbia Gorge (WA),Washington Other,Savage Grace 2013 Underwood Mountain Vineyard Pinot Noir (Columbia Gorge (WA)),Pinot Noir,Savage Grace,2013
US,88,46,California,Sonoma Coast,Sonoma,The Withers Winery 2013 English Hill Pinot Noir (Sonoma Coast),Pinot Noir,The Withers Winery,2013
US,88,21,Washington,Columbia Valley (WA),Columbia Valley,Three Rivers 2012 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Three Rivers,2012
US,88,39,Washington,Walla Walla Valley (WA),Columbia Valley,Three Rivers 2012 Syrah (Walla Walla Valley (WA)),Syrah,Three Rivers,2012
US,88,15,California,Sonoma County,Sonoma,Toad Hollow 2014 Eye of the Toad Dry Rosé of Pinot Noir (Sonoma County),Pinot Noir,Toad Hollow,2014
US,88,39,California,Russian River Valley,Sonoma,WesMar 2012 Pinot Noir (Russian River Valley),Pinot Noir,WesMar,2012
US,88,35,Washington,Columbia Valley (WA),Columbia Valley,Ancestry 2012 La Soeur Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Ancestry,2012
US,88,68,California,Santa Maria Valley,Central Coast,Migration 2014 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Migration,2014
US,88,40,Oregon,Rogue Valley,Southern Oregon,Minimus 2013 #19 Phantom Limb Belmont Vineyard Red (Rogue Valley),Red Blend,Minimus,2013
US,88,75,California,Diamond Mountain District,Napa,Poggi Wines 2014 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Poggi Wines,2014
US,88,49,California,Paso Robles,Central Coast,Cass 2013 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Cass,2013
US,88,45,California,Santa Lucia Highlands,Central Coast,Cima Collina 2013 Tondre Grapefield Pinot Noir (Santa Lucia Highlands),Pinot Noir,Cima Collina,2013
US,88,20,Oregon,Willamette Valley,Willamette Valley,Emerson 2015 White Pinot Noir (Willamette Valley),Pinot Noir,Emerson,2015
US,91,35,California,Santa Lucia Highlands,Central Coast,Bernardus 2013 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Bernardus,2013
US,91,45,California,Arroyo Seco,Central Coast,Blair 2013 Delfina's Vineyard Pinot Noir (Arroyo Seco),Pinot Noir,Blair,2013
US,91,30,California,Lake County,,Buck Shack 2013 Red (Lake County),Red Blend,Buck Shack,2013
US,91,15,California,Paso Robles,Central Coast,J. Lohr 2014 Estates South Ridge Syrah (Paso Robles),Syrah,J. Lohr,2014
US,91,62,California,Sonoma Coast,Sonoma,Saintsbury 2014 Pratt Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Saintsbury,2014
US,91,80,California,Happy Canyon of Santa Barbara,Central Coast,Grassini 2013 Reserve Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,Grassini,2013
US,91,32,California,Napa Valley,Napa,Hess Collection 2014 Allomi Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hess Collection,2014
US,91,100,California,St. Helena,Napa,Honig 2013 Bartolucci Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Honig,2013
US,91,36,California,Sonoma County,Sonoma,David Bruce 2013 Pinot Noir (Sonoma County),Pinot Noir,David Bruce,2013
US,93,30,Oregon,Willamette Valley,Willamette Valley,Scott Paul 2007 La Paulée Pinot Noir (Willamette Valley),Pinot Noir,Scott Paul,2007
US,93,56,California,Napa Valley,Napa,Summers 2006 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Summers,2006
US,92,35,California,Russian River Valley,Sonoma,Dutton-Goldfield 2007 Dutton Ranch Cherry Ridge Vineyard Syrah (Russian River Valley),Syrah,Dutton-Goldfield,2007
US,92,42,California,Napa Valley,Napa,Frog's Leap 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Frog's Leap,2007
US,92,75,California,Sonoma County,Sonoma,Chateau St. Jean 2006 Cinq Cépages Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Chateau St. Jean,2006
US,92,50,Oregon,Willamette Valley,,Ken Wright 2008 Abbott Claim Vineyard Pinot Noir,Pinot Noir,Ken Wright,2008
US,92,65,California,Sonoma Coast,Sonoma,Landmark 2008 Kanzler Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Landmark,2008
US,92,54,California,Russian River Valley,Sonoma,Merry Edwards 2007 Coopersmith Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards,2007
US,92,60,California,Spring Mountain District,Napa,Coniglio 2005 Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Coniglio,2005
US,87,40,California,Sta. Rita Hills,Central Coast,Foley 2013 Rancho Santa Rosa Pinot Noir (Sta. Rita Hills),Pinot Noir,Foley,2013
US,91,40,Washington,Walla Walla Valley (WA),Columbia Valley,Tranche 2012 Estate Grown Blue Mountain Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Tranche,2012
US,91,45,Washington,Red Mountain,Columbia Valley,JM Cellars 2013 Tre Faniciulli Red (Red Mountain),Red Blend,JM Cellars,2013
US,91,25,California,Napa Valley,Napa,Levendi 2015 Nicoletta Rosé of Pinot Noir (Napa Valley),Pinot Noir,Levendi,2015
US,91,36,Washington,Columbia Valley (WA),Columbia Valley,Maryhill 2013 Proprietor's Reserve Rosso Granato Red (Columbia Valley (WA)),Red Blend,Maryhill,2013
US,91,34,Washington,Walla Walla Valley (WA),Columbia Valley,Reininger 2012 Mr. Owl's Red (Walla Walla Valley (WA)),Red Blend,Reininger,2012
US,91,52,Washington,Red Mountain,Columbia Valley,Revelry 2013 Aerial Series Block D Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Revelry,2013
US,91,30,California,High Valley,,High Valley Vineyard 2013 Cabernet Sauvignon (High Valley),Cabernet Sauvignon,High Valley Vineyard,2013
US,91,80,California,Stags Leap District,Napa,Julietta 2012 Reserve Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Julietta,2012
US,91,78,California,Napa Valley,Napa,Uproot Wines 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Uproot Wines,2012
US,90,33,Oregon,Willamette Valley,Willamette Valley,Fullerton 2014 Five Faces Pinot Noir (Willamette Valley),Pinot Noir,Fullerton,2014
US,90,55,California,Napa Valley,Napa,Jacob Franklin 2012 Mon Chou Camusi Vineyard Red (Napa Valley),Red Blend,Jacob Franklin,2012
US,90,45,California,Bennett Valley,Sonoma,MacLaren 2013 Moaveni Vineyard Syrah (Bennett Valley),Syrah,MacLaren,2013
US,90,30,Oregon,McMinnville,Willamette Valley,Maysara 2012 Jamsheed Pinot Noir (McMinnville),Pinot Noir,Maysara,2012
US,90,40,Oregon,Willamette Valley,Willamette Valley,Portlandia 2014 Momtazi Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Portlandia,2014
US,89,20,California,San Benito County,Central Coast,Drops of Jupiter 2016 Pinot Noir (San Benito County),Pinot Noir,Drops of Jupiter,2016
US,89,40,Washington,Columbia Valley (WA),Columbia Valley,Andrew Rich 2014 Red Willow Vineyard Syrah (Columbia Valley (WA)),Syrah,Andrew Rich,2014
US,89,17,Idaho,,,Colter's Creek 2014 Syrah,Syrah,Colter's Creek,2014
US,88,20,California,Central Coast,Central Coast,Taken Wine Co. 2013 Complicated Red (Central Coast),Red Blend,Taken Wine Co.,2013
US,88,60,California,Sonoma Valley,Sonoma,Kunde 2012 Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Kunde,2012
US,88,52,California,Sonoma Coast,Sonoma,Nicholson Ranch 2013 Estate Pinot Noir (Sonoma Coast),Pinot Noir,Nicholson Ranch,2013
US,88,45,Washington,Columbia Valley (WA),Columbia Valley,Pondera 2012 SVS Number Two Stillwater Creek Vineyard Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Pondera,2012
US,88,20,California,California,California Other,Tuck Beckstoffer 2012 The Sum Seventy Five Wine Co. Red (California),Red Blend,Tuck Beckstoffer,2012
US,88,55,California,Russian River Valley,Sonoma,Honor Winery 2014 Klopp Ranch Pinot Noir (Russian River Valley),Pinot Noir,Honor Winery,2014
US,88,25,California,Monterey,Central Coast,Joyce 2014 Trio Pinot Noir (Monterey),Pinot Noir,Joyce,2014
US,88,35,California,Sonoma County,Sonoma,Viluko 2012 Split Rock Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Viluko,2012
US,91,35,Oregon,Elkton Oregon,Southern Oregon,River's Edge 2012 Winemaker's Reserve Pinot Noir (Elkton Oregon),Pinot Noir,River's Edge,2012
US,91,70,Oregon,Chehalem Mountains,Willamette Valley,Scott Paul 2013 Azana Pinot Noir (Chehalem Mountains),Pinot Noir,Scott Paul,2013
US,91,19,California,North Coast,North Coast,Tangley Oaks 2013 Lot 15 Pinot Noir (North Coast),Pinot Noir,Tangley Oaks,2013
US,91,75,California,Carneros,Napa-Sonoma,Walt 2013 Brown Ranch Pinot Noir (Carneros),Pinot Noir,Walt,2013
US,91,75,California,Carneros,Napa-Sonoma,ZD 2013 Founder's Reserve Pinot Noir (Carneros),Pinot Noir,ZD,2013
US,91,48,Oregon,Dundee Hills,Willamette Valley,Ayoub 2013 Thistle Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Ayoub,2013
US,91,60,Oregon,Willamette Valley,,Etude 2013 Yamhill Vista Vineyard Pinot Noir,Pinot Noir,Etude,2013
US,87,41,California,Solano County,North Coast,Putah Creek 2011 Cabernet Sauvignon (Solano County),Cabernet Sauvignon,Putah Creek,2011
US,87,15,California,Central Coast,Central Coast,Smashberry 2013 Red (Central Coast),Red Blend,Smashberry,2013
US,87,20,California,Sierra Foothills,Sierra Foothills,Terre Rouge 2012 Tête-à-Tête Red (Sierra Foothills),Red Blend,Terre Rouge,2012
US,95,150,California,Napa Valley,Napa,Hall 2012 Kathryn Hall Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hall,2012
US,95,325,California,Napa Valley,Napa,Hall 2012 The Bishop Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hall,2012
US,95,70,Washington,Snipes Mountain,Columbia Valley,K Vintners 2012 Cattle King Syrah (Snipes Mountain),Syrah,K Vintners,2012
